epoch,train_loss,val_loss,train_acc,val_acc
1,1.9870969186782836,1.7041680774688721,0.2422,0.361
2,1.6169569717407226,1.60540598487854,0.3891,0.4075
3,1.4852369976043702,1.4998716335296631,0.4546,0.434
4,1.341394349861145,1.313700098991394,0.5082,0.5305
5,1.2416777770996095,1.200353937149048,0.5556,0.579
6,1.179011236000061,1.4797264833450317,0.5772,0.546
7,1.0758776098251344,1.3169522590637206,0.619,0.5535
8,1.0349222030639649,1.1393095769882202,0.6414,0.6015
9,0.9958367042541504,1.185353964805603,0.6532,0.589
10,0.956231982421875,1.0792615938186645,0.6676,0.6305
11,0.9343150202751159,1.2185883731842042,0.6731,0.6055
12,0.8680202573776246,1.3316905584335328,0.7076,0.592
13,0.8344519672393799,0.9825769472122192,0.7127,0.65
14,0.8072564898490906,1.0296288499832154,0.7263,0.648
15,0.8018317964553833,1.0517590885162353,0.723,0.646
16,0.7323772048950196,1.028747763633728,0.7467,0.644
17,0.7402506992340088,0.9619954395294189,0.7502,0.6695
18,0.7380012021064758,0.8663122458457947,0.7478,0.6975
19,0.6579767138957977,0.9373442912101746,0.7764,0.69
20,0.5926486204147339,0.9378501214981079,0.7975,0.6945
21,0.5605333226203918,1.2642450218200683,0.8083,0.6605
22,0.5924953048706054,0.889975830078125,0.7974,0.7085
23,0.480095289182663,0.8301471166610718,0.8361,0.729
24,0.42125876960754394,0.8672560639381409,0.857,0.7215
25,0.3843840725898743,0.8945719203948974,0.8702,0.7245
26,0.4280601296424866,0.9571133642196655,0.8535,0.7135
27,0.39036439180374144,1.0119587554931642,0.8658,0.7065
28,0.3394207617044449,0.8696936502456665,0.8843,0.746
29,0.29337644062042234,0.907238904953003,0.8957,0.738
30,0.27737030239105226,0.887886607170105,0.9002,0.751
