epoch,train_loss,validation_loss,learning_rate
0,3.2731489658355715,2.8708575963974,0.003
1,2.731211614608765,2.6081717014312744,0.003
2,2.5087233066558836,2.41238009929657,0.003
3,2.337728404998779,2.267693042755127,0.003
4,2.200199270248413,2.1527050733566284,0.003
5,2.096920537948608,2.0743348598480225,0.003
6,2.01656711101532,2.012624502182007,0.003
7,1.9391061544418335,1.9497069120407104,0.003
8,1.8675146579742432,1.8995524644851685,0.003
9,1.7949162721633911,1.85592383146286,0.003
10,1.7223793983459472,1.8109593391418457,0.003
11,1.6634634971618651,1.761253297328949,0.003
12,1.594009518623352,1.7236994504928589,0.003
13,1.5286559820175172,1.685116171836853,0.003
14,1.4630142211914063,1.64726984500885,0.003
15,1.3980743885040283,1.614087164402008,0.003
16,1.3428871154785156,1.5799121260643005,0.003
17,1.2799322366714478,1.5650849342346191,0.003
18,1.229832649230957,1.5384056568145752,0.003
19,1.1721611022949219,1.5219932198524475,0.003
20,1.1130792379379273,1.5200406312942505,0.003
21,1.0586313724517822,1.5103695392608643,0.003
22,1.007672083377838,1.474795937538147,0.003
23,0.9558114171028137,1.4737252593040466,0.003
24,0.9140849590301514,1.455671787261963,0.003
25,0.8649442672729493,1.4485557675361633,0.003
26,0.8215683817863464,1.4499909281730652,0.003
27,0.7780858159065247,1.4472060203552246,0.003
28,0.728343152999878,1.4485450983047485,0.003
29,0.692067277431488,1.4355072379112244,0.003
30,0.6467456102371216,1.4622682929039001,0.003
31,0.6106001138687134,1.4817574620246887,0.003
32,0.5909533023834228,1.4706413745880127,0.003
33,0.5595077753067017,1.4841899871826172,0.003
34,0.5250059604644776,1.5055033564567566,0.003
35,0.4965634882450104,1.5087611079216003,0.003
36,0.4708476722240448,1.5061167478561401,0.003
37,0.4424215018749237,1.5226929783821106,0.003
38,0.4180995047092438,1.5462144613265991,0.003
39,0.4009385585784912,1.56941157579422,0.003
40,0.38633541464805604,1.5940861105918884,0.003
41,0.36755951046943663,1.574017584323883,0.003
42,0.34773764610290525,1.5788915157318115,0.003
43,0.33005229830741883,1.612976312637329,0.003
44,0.30715999007225037,1.619588553905487,0.003
45,0.29083792567253114,1.6228517293930054,0.003
46,0.2808517277240753,1.6386723518371582,0.0015
47,0.2500475287437439,1.6202694177627563,0.0015
48,0.23009904026985167,1.6211641430854797,0.0015
49,0.2128666579723358,1.6285109519958496,0.0015
50,0.19984526038169861,1.6389203667640686,0.0015
51,0.19053882658481597,1.6691659688949585,0.0015
52,0.18376413583755494,1.686882495880127,0.0015
53,0.17246642112731933,1.7054995894432068,0.0015
54,0.1621374100446701,1.7092622518539429,0.0015
55,0.15460133850574492,1.7009729743003845,0.0015
56,0.15027384757995604,1.6962270140647888,0.0015
57,0.143848192691803,1.7100830078125,0.0015
58,0.13976626098155975,1.727696716785431,0.0015
59,0.1308561384677887,1.722828984260559,0.0015
60,0.12896635234355927,1.735251545906067,0.0015
61,0.12592197805643082,1.757987380027771,0.0015
62,0.12065892219543457,1.7802104353904724,0.0015
63,0.11572684198617936,1.7948477864265442,0.00075
64,0.10890807807445527,1.7966219782829285,0.00075
