epoch,train_loss,val_loss,train_acc,val_acc
1,1.7958913167953492,1.9524915761947632,0.329,0.3325
2,1.473057793045044,1.6850619449615478,0.4576,0.3915
3,1.314184161567688,1.4387991523742676,0.5243,0.4885
4,1.1654355625152588,1.4304158315658568,0.5764,0.4875
5,1.081997777748108,1.352210789680481,0.6174,0.5215
6,0.9964288410186768,1.3843172025680541,0.6463,0.5095
7,0.9331834470748901,1.2538139629364013,0.6732,0.5605
8,0.8639189846038818,1.5014186897277833,0.6986,0.5075
9,0.8003874083518981,1.432776188850403,0.7203,0.536
10,0.7128359071731567,1.3585725564956666,0.7552,0.541
11,0.6661645246505737,1.3210829620361328,0.7704,0.572
12,0.6100518792152405,1.2404173383712769,0.7878,0.594
13,0.5563373505592346,1.2735761289596557,0.8104,0.6
14,0.5116961292266846,1.3852937498092652,0.8323,0.571
15,0.5397662425041199,1.400130539894104,0.817,0.556
16,0.39159229459762573,1.4263638553619384,0.8714,0.586
17,0.43532468376159666,1.4642998304367065,0.8587,0.5805
18,0.28448031129837037,1.2622449769973756,0.9132,0.613
19,0.20491938552856445,1.3210446376800538,0.9437,0.6075
20,0.15199268264770507,1.3183080101013183,0.9613,0.607
21,0.16686025943756103,1.3854231843948364,0.953,0.6105
22,0.174467882668972,1.442162034034729,0.9517,0.6035
23,0.09495815294981003,1.3660351839065552,0.9794,0.61
24,0.066969174182415,1.393900941848755,0.9898,0.615
25,0.06223205937147141,1.4149163722991944,0.9914,0.6185
26,0.05005589199066162,1.4567664613723754,0.9936,0.6175
27,0.07966328513622284,1.5110934181213378,0.9832,0.607
28,0.047793793714046476,1.4874122905731202,0.9936,0.617
29,0.043388995003700255,1.4864455585479737,0.996,0.6255
30,0.04088001265525818,1.4882746896743775,0.9946,0.6165
31,0.03844521099328995,1.5162533473968507,0.9965,0.625
32,0.0340741858959198,1.5040491342544555,0.9971,0.6215
33,0.028512153470516204,1.509903197288513,0.998,0.6225
34,0.026510301184654236,1.5038454933166503,0.9986,0.622
35,0.02611970627307892,1.5220075645446778,0.9984,0.6205
36,0.029262530136108397,1.4974620876312257,0.998,0.6205
37,0.024510555481910706,1.5249005479812623,0.9984,0.617
38,0.021050065720081328,1.5199055681228637,0.9996,0.626
39,0.022276291060447692,1.5120407371520996,0.9996,0.622
40,0.02220321545600891,1.524601884841919,0.9994,0.6205
41,0.022889446848630906,1.5326902875900268,0.9989,0.6205
42,0.022784588575363158,1.5250168666839599,0.9993,0.6185
43,0.02155661313533783,1.5156384906768798,0.9994,0.621
44,0.021548052251338958,1.533814037322998,0.9992,0.62
45,0.020444580483436583,1.5304951877593995,0.9996,0.6135
46,0.020318184328079223,1.525769986152649,0.9998,0.619
47,0.02079385666847229,1.5395527820587158,0.9993,0.6225
48,0.020144638967514037,1.5422098522186278,0.9995,0.6115
49,0.02147618680000305,1.5240662479400635,0.9988,0.617
50,0.02125169036388397,1.5279112758636475,0.9995,0.619
