epoch,train_loss,val_loss,train_acc,val_acc
1,2.016214493179321,2.057858600616455,0.2389,0.285
2,1.6439860668182373,1.7011036376953126,0.359,0.41
3,1.4801881671905517,1.3873751516342163,0.4392,0.4825
4,1.3154311143875121,1.3361537971496582,0.5185,0.501
5,1.2077519456863404,1.3736913785934448,0.562,0.532
6,1.113834215927124,1.5359417085647582,0.6064,0.5345
7,1.0964206979751587,1.1287266817092896,0.6169,0.6135
8,0.9765766342163086,1.1282945957183839,0.6546,0.6235
9,0.9461390578269958,1.096101987838745,0.6744,0.6015
10,0.8399761593818664,1.0148099460601807,0.7042,0.644
11,0.8143784907341003,1.1274337072372436,0.7185,0.627
12,0.7323008334159851,1.1764312324523927,0.7492,0.622
13,0.7402753826141357,0.9439249868392945,0.7462,0.6845
14,0.7343661706924438,0.9410846314430237,0.7493,0.6875
15,0.6568729627609253,0.9870843801498413,0.778,0.6755
16,0.611943906211853,1.1738912858963013,0.7892,0.646
17,0.7400849342346192,1.2588613710403442,0.7551,0.613
18,0.7297804374694824,1.0157232761383057,0.7545,0.6585
19,0.5476595785140991,0.8344400186538696,0.8157,0.723
20,0.4688877470016479,0.8251873412132263,0.8439,0.7305
21,0.46339939088821414,0.9779423818588256,0.8415,0.7005
22,0.3965326551437378,0.8595084290504456,0.8677,0.7265
23,0.4050031036376953,0.8981326780319214,0.8661,0.7285
24,0.3620288365364075,0.9050258960723877,0.8777,0.722
25,0.29413419857025147,0.9000497694015503,0.9019,0.74
26,0.2756877855300903,0.8961336131095886,0.9079,0.74
27,0.26337394666671754,0.9443089394569397,0.9118,0.735
28,0.24114086055755615,0.9302412276268005,0.9136,0.7425
29,0.20833315786123277,0.9343788437843322,0.9315,0.7445
30,0.19424019832611084,0.9310457472801208,0.9348,0.749
