epoch,train_loss,val_loss,train_acc,val_acc
1,1.7129195392608643,1.5356854610443116,0.3592,0.446
2,1.388691604614258,1.7447112312316895,0.483,0.3845
3,1.2337629426956176,1.3100329303741456,0.5504,0.514
4,1.1261994443893433,1.2954722118377686,0.5956,0.536
5,0.9890272716522217,1.2724649868011475,0.6493,0.557
6,0.9204826118469238,1.3494420413970947,0.6717,0.524
7,0.8235673285484314,1.5350468502044678,0.7048,0.5105
8,0.7512709093093872,1.72147260761261,0.7434,0.4815
9,0.6912507919311524,1.2048706083297729,0.7583,0.5835
10,0.6481600611686706,1.3862279930114747,0.772,0.551
11,0.5436615552902222,1.4522131977081298,0.8152,0.562
12,0.5401096628665925,1.4070861101150514,0.8129,0.5705
13,0.4541206217765808,1.321333791732788,0.846,0.592
14,0.3902508776664734,1.31590740776062,0.8702,0.5905
15,0.26332538509368897,1.1919471530914307,0.9214,0.621
16,0.19426606378555297,1.253913670539856,0.9461,0.6175
17,0.17482151174545288,1.2602682456970216,0.9516,0.6195
18,0.16186924529075622,1.3369540815353393,0.9563,0.6145
19,0.12431056175231933,1.455503583908081,0.9697,0.606
20,0.19703685655593872,1.34766201877594,0.9399,0.6155
21,0.08880436639785766,1.3045897197723388,0.9829,0.6305
22,0.07288569009304047,1.294002505302429,0.9872,0.6405
23,0.05700381758213043,1.3324958658218384,0.9908,0.6315
24,0.03551610488891602,1.375783091545105,0.9973,0.6355
25,0.041720378124713894,1.345914936065674,0.9949,0.64
26,0.029608312129974366,1.3538385610580443,0.9979,0.635
27,0.029647454023361205,1.3708458061218263,0.998,0.64
28,0.03139447376728058,1.3813509092330933,0.998,0.641
29,0.02524653115272522,1.3734309682846069,0.9988,0.639
30,0.027676759910583496,1.3790784330368042,0.9985,0.6375
31,0.020226671075820924,1.3781997632980347,0.9994,0.6385
32,0.019917253971099853,1.3835255737304688,0.9996,0.636
33,0.0182996906965971,1.3897767086029054,0.9996,0.64
34,0.016771617901325225,1.373507568359375,0.9998,0.644
35,0.016327374613285064,1.3849132232666015,0.9998,0.6445
36,0.01574248030781746,1.3752790021896362,0.9997,0.646
37,0.01570100784301758,1.3944102516174317,0.9995,0.64
38,0.016021643805503846,1.393861882209778,0.9992,0.638
39,0.01603067935705185,1.402704930305481,0.9999,0.6365
40,0.015423077929019927,1.3956197185516357,0.9999,0.642
41,0.01465951726436615,1.3835826597213745,0.9999,0.6445
42,0.015026895236968995,1.3880478239059448,0.9996,0.6415
43,0.0147890606880188,1.3794261064529418,0.9999,0.6395
44,0.014191469740867615,1.3797085371017457,0.9999,0.641
45,0.014091209846735,1.3886563577651978,0.9999,0.6445
46,0.01365877492427826,1.403102102279663,0.9996,0.6405
47,0.013456210684776307,1.397189920425415,0.9999,0.641
48,0.013278620815277099,1.3888876628875733,0.9999,0.6455
49,0.013412853145599365,1.40153048992157,0.9998,0.6425
50,0.012915100127458572,1.386922857284546,1.0,0.6425
