name,model_type,seq_length,hidden_size,num_layers,nhead,dropout,epochs,train_loss,val_loss,val_accuracy,val_top3_accuracy,val_top5_accuracy,best_val_accuracy,best_val_top3_accuracy,best_val_top5_accuracy,best_epoch,val_perplexity,training_time_sec,params,model_size_MB,rough_complexity,max_batches_per_epoch,max_val_batches,hardware
arch_s20,Transformer,20,96,1,2,0.08,25,2.0283728968013417,1.9924815952777863,0.41953125,0.657421875,0.752734375,0.41953125,0.657421875,0.752734375,25,7.333710500674474,75.99091529846191,86557,0.3301887512207031,445440,55,20,cpu
arch_s20,Transformer,20,128,1,4,0.08,25,1.934209983999079,1.9367267370224,0.435546875,0.662890625,0.76484375,0.435546875,0.662890625,0.76484375,25,6.936010386974066,466.30442214012146,148157,0.5651741027832031,757760,55,20,cpu
arch_s20,Transformer,20,96,2,2,0.08,25,1.916362055865201,1.9248127281665801,0.446875,0.667578125,0.767578125,0.446875,0.667578125,0.767578125,24,6.853865009840213,228.30031871795654,161341,0.6154670715332031,890880,55,20,cpu
arch_s20,Transformer,20,128,2,4,0.08,25,1.9436255411668257,1.949750417470932,0.426171875,0.660546875,0.768359375,0.426171875,0.660546875,0.768359375,25,7.02693356186222,252.22233748435974,280637,1.0705451965332031,1515520,55,20,cpu
arch_s20,Transformer,20,96,4,2,0.08,25,1.9640032161365857,1.954308843612671,0.43203125,0.65546875,0.76640625,0.43203125,0.65546875,0.76640625,25,7.0590384377667625,316.34097480773926,310909,1.1860237121582031,1781760,55,20,cpu
arch_s20,Transformer,20,128,4,4,0.08,25,2.0769690080122514,2.0367433369159698,0.411328125,0.6296875,0.745703125,0.411328125,0.6296875,0.745703125,25,7.665604214312315,515.9128329753876,545597,2.081287384033203,3031040,55,20,cpu
base_s30,Transformer,30,96,2,2,0.08,25,1.9758125868710605,1.8459030389785767,0.455078125,0.675,0.788671875,0.455078125,0.675,0.788671875,25,6.33381689216748,289.9564697742462,161341,0.6154670715332031,1451520,55,20,cpu
seq50,Transformer,50,128,2,4,0.08,25,2.016285228729248,2.0228302478790283,0.403125,0.6421875,0.758203125,0.403125,0.6421875,0.758203125,25,7.55969048245438,1264.917052745819,280637,1.0705451965332031,4556800,55,20,cpu
