epoch,train_loss,val_loss,train_acc,val_acc
1,1.7984518585205078,1.6286125030517578,0.3341,0.405
2,1.5008889751434327,1.5955373878479004,0.4438,0.4395
3,1.3510462491989135,1.767039426803589,0.5064,0.411
4,1.2544787915229798,1.294446771621704,0.547,0.5305
5,1.0957513149261475,1.2611634120941162,0.6033,0.5475
6,1.045503510951996,1.375463363647461,0.6298,0.5325
7,0.971849730682373,1.5356867218017578,0.6546,0.4845
8,0.9025762022018433,1.2828079566955566,0.6832,0.5625
9,0.8411431764602662,1.4160392951965333,0.7029,0.534
10,0.7613557528495789,1.1845720100402832,0.736,0.595
11,0.6718095479011535,1.3922411060333253,0.7679,0.5395
12,0.6988852113723755,1.3710109157562256,0.757,0.565
13,0.6217762622833252,1.1756930389404296,0.7866,0.615
14,0.5972944757461548,1.3196427669525146,0.7925,0.571
15,0.5619426791191101,1.259516746520996,0.8049,0.595
16,0.443652911567688,1.2639853687286378,0.8532,0.6085
17,0.3979088532447815,1.4404515962600708,0.8668,0.589
18,0.3952100130081177,1.3317507038116454,0.8645,0.583
19,0.2808977063655853,1.1521430559158325,0.9113,0.646
20,0.19509454023838044,1.1761064968109132,0.9462,0.649
21,0.17829603910446168,1.2294982662200928,0.9463,0.6565
22,0.21101126832962036,1.3546284942626954,0.935,0.6195
23,0.15737248550653457,1.3214552030563353,0.9561,0.643
24,0.10786277341842651,1.3591012992858886,0.9713,0.6345
25,0.08722331576347352,1.2612046394348144,0.9784,0.6605
26,0.060421437215805056,1.2510831155776978,0.9894,0.6635
27,0.06829699599742889,1.2627160139083862,0.9864,0.661
28,0.04591735033988953,1.3089620218276978,0.9929,0.6605
29,0.03936753687858582,1.3523765754699708,0.9952,0.646
30,0.04520261809825897,1.3411244773864746,0.9932,0.6525
31,0.02905565036535263,1.3385556230545044,0.997,0.656
32,0.025091104674339296,1.3731159772872925,0.998,0.6645
33,0.04258232761025429,1.3352283926010131,0.9926,0.658
34,0.027354237031936644,1.3461820363998414,0.9978,0.6595
35,0.023876641392707825,1.3418454542160034,0.9985,0.6645
36,0.026734151181578635,1.3660594663619996,0.9972,0.6575
37,0.020409563755989076,1.3627786111831666,0.999,0.6585
38,0.021079206243157386,1.3553432264328003,0.9979,0.6585
39,0.017846598732471467,1.3753391466140747,0.9992,0.6525
40,0.017782775568962097,1.3750957040786742,0.9993,0.6545
41,0.017118219590187073,1.3886808185577393,0.9989,0.657
42,0.01827905526161194,1.416686161994934,0.9989,0.6495
43,0.01734614977836609,1.3924500751495361,0.9993,0.6565
44,0.017363400149345398,1.392061526298523,0.9994,0.6555
45,0.016711104732751846,1.3897117404937744,0.9993,0.6535
46,0.01632333517074585,1.3804612455368042,0.9994,0.656
47,0.016922994184494018,1.4069695615768432,0.9988,0.6555
48,0.016677754017710687,1.3955656023025513,0.9991,0.6535
49,0.015302533960342406,1.3917641153335572,0.9994,0.655
50,0.01539929002225399,1.3928613691329956,0.9994,0.655
